# DigitalOscilloscope capture
# format_version=2
# metadata_correction=adc_range_labels_swapped_after_measurement
# original_recorded_adc_range_vpp_ch1=2
# original_recorded_adc_range_vpp_ch2=2
# physical_adc_range_vpp_ch1=1
# physical_adc_range_vpp_ch2=1
# voltage_columns_status=not_validated_after_adc_range_correction
# fs_hz=80000000.0
# n_bits=14
# timestamp=2026-08-23T20:37:26+00:00
# capture_name=harmonics_1vpp_1to1_profile50mVdiv_g45p44_01.csv
# decim_factor=1
# requested_decim_factor=1
# capture_depth=8192
# pretrigger_samples=0
# actual_seconds_per_div=1.024e-05
# requested_seconds_per_div=2e-07
# ui_mode=normal
# voltage_display_mode=calibrated_volts
# trigger_mode=off
# trigger_source=1
# trigger_level_pct=50.0000
# adc_format=Offset Binary
# calibration_schema_version=2
# frame_sequence=2859
# firmware_status_timestamp=2026-08-23T20:37:26+00:00
# software_git_commit=8df6a59
# software_git_dirty=true
# firmware_depth=8192
# firmware_pretrigger=0
# firmware_decim=1
# firmware_trigger=off
# firmware_mock=0
# firmware_fpga_status=0x03
# firmware_ready=1
# firmware_overflow=1
# firmware_prehistory=0
# firmware_armed=0
# firmware_ctrl=0x0001
# firmware_sample_cfg=0x000D
# firmware_afe_ch1_gain_pct=45.44
# firmware_afe_ch1_offset_pct=51.50
# firmware_afe_ch1_atten=1:1
# firmware_afe_ch1_coupling=dc
# firmware_afe_ch1_range_vpp=1
# firmware_afe_ch2_gain_pct=45.44
# firmware_afe_ch2_offset_pct=51.50
# firmware_afe_ch2_atten=1:1
# firmware_afe_ch2_coupling=dc
# firmware_afe_ch2_range_vpp=1
# firmware_afe_trigger_source=1
# firmware_afe_trigger_level_pct=50.00
# firmware_afe_trigger_level_mv=1500
# firmware_ch1_to_adc2=0
# fpga_build=0x89
# fpga_version=0x08
# channel_enabled_ch1=true
# attenuation_ch1=1:1
# coupling_ch1=dc
# gain_pct_ch1=45.4400
# afe_offset_pct_ch1=51.5000
# calibration_profile_ch1=ch1_1to1
# normal_requested_volts_per_div_ch1=0.05
# calibration_volts_per_code_ch1=2.44116517637e-05
# calibrated_volts_per_div_ch1=0.049995062812
# displayed_volts_per_div_ch1=0.05
# channel_enabled_ch2=true
# attenuation_ch2=1:1
# coupling_ch2=dc
# gain_pct_ch2=45.4400
# afe_offset_pct_ch2=51.5000
# calibration_profile_ch2=ch2_1to1
# normal_requested_volts_per_div_ch2=0.05
# calibration_volts_per_code_ch2=2.46406002339e-05
# calibrated_volts_per_div_ch2=0.0504639492791
# displayed_volts_per_div_ch2=0.05
# measurement_type=harmonics
# series_id=harmonics_1vpp_1to1_profile50mVdiv_g45p44
# input_condition=generator_splitter
# generator_model=Hantek HDG6202
# generator_waveform=sine
# generator_frequency_hz=5000000
# generator_amplitude_vpk=0.16
# generator_offset_v=0
# generator_load=50_ohm
# sense_configuration_confirmed=true
# sense_ch1_vpp=1
# sense_ch2_vpp=1
# series_total=10
# repetition_index=1
# invalid_frames_before_capture=0
index,ch1_raw,ch2_raw,ch1_volts,ch2_volts
0,5466,4960,-0.0665461627,-0.07963842
1,7678,7430,-0.012547589,-0.0187761374
2,10251,10508,0.050263591,0.0570676301
3,12864,12843,0.114051237,0.114603432
4,14549,14424,0.15518487,0.153560221
5,15260,15302,0.172541555,0.175194668
6,15067,15144,0.167830106,0.171301453
7,13692,14104,0.134264085,0.145675229
8,11877,11717,0.0899569367,0.0868581158
9,9354,9232,0.0283663393,0.0256262242
10,6506,6549,-0.0411580449,-0.0404845062
11,4272,4721,-0.0956936749,-0.0855275234
12,2641,2451,-0.135509079,-0.141461686
13,1808,1610,-0.155843985,-0.162184431
14,1888,1958,-0.153891053,-0.153609502
15,3127,2648,-0.123645016,-0.136607488
16,5217,4912,-0.072624664,-0.0808211688
17,7627,7597,-0.0137925832,-0.0146611571
18,10403,10393,0.053974162,0.0542339611
19,12620,12541,0.108094794,0.10716197
20,14379,14730,0.151034889,0.161100244
21,15320,15175,0.174006254,0.172065311
22,14970,15314,0.165462176,0.175490355
23,13625,14009,0.132628504,0.143334372
24,11816,11508,0.088467826,0.0817082304
25,9304,9138,0.0271457568,0.0233100078
26,6458,6644,-0.0423298042,-0.0381436492
27,4285,4157,-0.0953763234,-0.0994248219
28,2557,2591,-0.137559658,-0.138012002
29,1746,1603,-0.157357507,-0.162356915
30,1990,1525,-0.151401064,-0.164278882
31,3115,3096,-0.123937956,-0.125568499
32,5120,5143,-0.0749925942,-0.0751291901
33,7875,7295,-0.00773849361,-0.0221026184
34,10210,10364,0.0492627133,0.0535193837
35,12506,12966,0.105311866,0.117634226
36,14462,14508,0.153061057,0.155630031
37,15209,14961,0.17129656,0.166792223
38,14912,15164,0.1640463,0.171794265
39,13625,14100,0.132628504,0.145576666
40,11802,11685,0.0881260629,0.0860696166
41,9294,9334,0.0269016402,0.0281395655
42,6644,6728,-0.0377892369,-0.0360738387
43,4125,4126,-0.0992821877,-0.100188681
44,2360,2613,-0.142368753,-0.137469909
45,1708,1474,-0.15828515,-0.165535552
46,1924,1676,-0.153012233,-0.160558151
47,3093,3030,-0.124475012,-0.127194778
48,5274,4829,-0.0712331998,-0.0828663386
49,7691,7293,-0.0122302375,-0.0221518996
50,10062,10570,0.0456497888,0.0585953474
51,12778,12966,0.111951835,0.117634226
52,14438,14262,0.152475177,0.149568443
53,15063,15324,0.167732459,0.175736761
54,14919,14901,0.164217181,0.165313787
55,13678,13658,0.133922322,0.134685521
56,11679,12021,0.0851234297,0.0943488583
57,9252,9459,0.0258763509,0.0312196405
58,6643,6738,-0.0378136486,-0.0358274327
59,4066,4165,-0.100722475,-0.0992276971
60,2474,2011,-0.139585825,-0.15230355
61,1718,1424,-0.158041034,-0.166767582
62,1822,1789,-0.155502222,-0.157773763
63,3082,2939,-0.124743541,-0.129437073
64,5156,4778,-0.0741137748,-0.0841230092
65,7556,7287,-0.0155258105,-0.0222997432
66,10110,10508,0.0468215481,0.0570676301
67,12597,12715,0.107533326,0.111449435
68,14301,14197,0.149130781,0.147966804
69,15009,15015,0.16641423,0.168122815
