# DigitalOscilloscope capture
# format_version=2
# metadata_correction=adc_range_labels_swapped_after_measurement
# original_recorded_adc_range_vpp_ch1=2
# original_recorded_adc_range_vpp_ch2=2
# physical_adc_range_vpp_ch1=1
# physical_adc_range_vpp_ch2=1
# voltage_columns_status=not_validated_after_adc_range_correction
# fs_hz=80000000.0
# n_bits=14
# timestamp=2026-08-23T20:56:27+00:00
# capture_name=harmonics_1vpp_1to100_profile5Vdiv_g45p00_02.csv
# decim_factor=1
# requested_decim_factor=1
# capture_depth=8192
# pretrigger_samples=0
# actual_seconds_per_div=1.024e-05
# requested_seconds_per_div=1e-05
# ui_mode=normal
# voltage_display_mode=calibrated_volts
# trigger_mode=off
# trigger_source=1
# trigger_level_pct=50.0000
# adc_format=Offset Binary
# calibration_schema_version=2
# frame_sequence=1281
# firmware_status_timestamp=2026-08-23T20:56:27+00:00
# software_git_commit=8df6a59
# software_git_dirty=true
# firmware_depth=8192
# firmware_pretrigger=0
# firmware_decim=1
# firmware_trigger=off
# firmware_mock=0
# firmware_fpga_status=0x03
# firmware_ready=1
# firmware_overflow=1
# firmware_prehistory=0
# firmware_armed=0
# firmware_ctrl=0x0001
# firmware_sample_cfg=0x000D
# firmware_afe_ch1_gain_pct=45.00
# firmware_afe_ch1_offset_pct=49.98
# firmware_afe_ch1_atten=1:100
# firmware_afe_ch1_coupling=dc
# firmware_afe_ch1_range_vpp=1
# firmware_afe_ch2_gain_pct=45.00
# firmware_afe_ch2_offset_pct=50.02
# firmware_afe_ch2_atten=1:100
# firmware_afe_ch2_coupling=dc
# firmware_afe_ch2_range_vpp=1
# firmware_afe_trigger_source=1
# firmware_afe_trigger_level_pct=50.00
# firmware_afe_trigger_level_mv=1500
# firmware_ch1_to_adc2=0
# fpga_build=0x89
# fpga_version=0x08
# channel_enabled_ch1=true
# attenuation_ch1=1:100
# coupling_ch1=dc
# gain_pct_ch1=45.0000
# afe_offset_pct_ch1=49.9800
# calibration_profile_ch1=ch1_1to100
# normal_requested_volts_per_div_ch1=5
# calibration_volts_per_code_ch1=0.00262986607407
# calibrated_volts_per_div_ch1=5.3859657197
# displayed_volts_per_div_ch1=5
# channel_enabled_ch2=true
# attenuation_ch2=1:100
# coupling_ch2=dc
# gain_pct_ch2=45.0000
# afe_offset_pct_ch2=50.0200
# calibration_profile_ch2=ch2_1to100
# normal_requested_volts_per_div_ch2=5
# calibration_volts_per_code_ch2=0.00264756886989
# calibrated_volts_per_div_ch2=5.42222104552
# displayed_volts_per_div_ch2=5
# measurement_type=harmonics
# series_id=harmonics_1vpp_1to100_profile5Vdiv_g45p00
# input_condition=generator_splitter
# generator_model=Hantek HDG6202
# generator_waveform=sine
# generator_frequency_hz=5000000
# generator_amplitude_vpk=16
# generator_offset_v=0
# generator_load=50_ohm
# sense_configuration_confirmed=true
# sense_ch1_vpp=1
# sense_ch2_vpp=1
# series_total=10
# repetition_index=2
# invalid_frames_before_capture=0
index,ch1_raw,ch2_raw,ch1_volts,ch2_volts
0,4344,4205,-10.1197247,-10.5558571
1,2438,2226,-15.1322494,-15.7953959
2,1501,1330,-17.5964339,-18.1676176
3,1526,1313,-17.5306872,-18.2126263
4,2612,2496,-14.6746527,-15.0805523
5,4686,4339,-9.22031046,-10.2010829
6,7204,7026,-2.59830768,-3.0870653
7,9763,9856,4.1315196,4.4055546
8,12349,12432,10.9323533,11.225692
9,14074,14201,15.4688722,15.9092413
10,15059,15164,18.0592903,18.4588502
11,14987,15009,17.86994,18.048477
12,13836,13981,14.8429641,15.3267762
13,11871,12078,9.67527729,10.2884526
14,9410,9318,3.20317688,2.98116255
15,6710,6859,-3.89746152,-3.5292093
16,4198,4050,-10.5036851,-10.9662303
17,2393,2270,-15.2505934,-15.6789028
18,1457,1325,-17.712148,-18.1808554
19,1568,1419,-17.4202329,-17.931984
20,2645,2203,-14.5878671,-15.85629
21,4684,4481,-9.22557019,-9.82512808
22,7103,7237,-2.86392415,-2.52842827
23,9996,9859,4.7442784,4.41349731
24,12284,12297,10.761412,10.8682702
25,14054,14262,15.4162749,16.070743
26,15097,15254,18.1592252,18.6971314
27,14903,15289,17.6490312,18.7897963
28,13847,14151,14.8718926,15.7768629
29,11953,12443,9.8909263,11.2548153
30,9430,9557,3.2557742,3.61393151
31,6747,7083,-3.80015648,-2.93615388
32,4194,4096,-10.5142046,-10.8444421
33,2353,2291,-15.355788,-15.6233039
34,1431,1126,-17.7805245,-18.7077216
35,1559,1306,-17.4439017,-18.2311592
36,2591,2445,-14.7298799,-15.2155783
37,4691,4594,-9.20716113,-9.52595279
38,7066,6656,-2.9612292,-4.06666578
39,10013,9835,4.78898612,4.34995565
40,12223,12180,10.6009901,10.5585047
41,14167,14238,15.7134498,16.0072014
42,15060,15256,18.0619202,18.7024265
43,14977,15198,17.8436413,18.5488675
44,13746,13890,14.6062762,15.0858474
45,11912,12096,9.7831018,10.3361089
46,9309,9530,2.9375604,3.54244715
47,6700,6689,-3.92376018,-3.97929601
48,4201,4177,-10.4957955,-10.629989
49,2333,2269,-15.4083853,-15.6815504
50,1474,1170,-17.6674403,-18.5912286
51,1525,1387,-17.5333171,-18.0167062
52,2782,2451,-14.2275755,-15.1996929
53,4579,4344,-9.50170613,-10.187845
54,7204,7067,-2.59830768,-2.97851498
55,9922,9950,4.54966831,4.65442607
56,12243,12401,10.6535875,11.1436174
57,14202,14287,15.8054951,16.1369323
58,14989,15299,17.8751997,18.816272
59,14910,15108,17.6674403,18.3105863
60,13889,14267,14.982347,16.0839809
61,11949,12179,9.88040684,10.5558571
62,9271,9288,2.83762549,2.90173548
63,6716,7244,-3.88168233,-2.50989529
64,4179,4119,-10.5536526,-10.783548
65,2348,2144,-15.3689373,-16.0124965
66,1482,1399,-17.6464014,-17.9849353
67,1512,1353,-17.5675054,-18.1067235
68,2662,2117,-14.5431594,-16.0839809
69,4614,4274,-9.40966081,-10.3731748
70,7243,7008,-2.4957429,-3.13472154
71,9744,9855,4.08155215,4.40290703
