condition,channel,noise_rms_codes_mean,noise_rms_codes_std,snr_db_mean,snr_db_std,sinad_db_mean,sinad_db_std,enob_mean,enob_std
laptop_battery,ch1,44.79333976648655,0.6670192770834532,38.223036710257546,0.16718007776882748,37.98611578302392,0.16214834112745954,6.017627206482378,0.026934940386621243
laptop_battery,ch2,92.60153571779142,1.565875328874903,36.48465275064963,0.6014913148183788,36.053324200048735,0.5435416198383173,5.696565481735671,0.09028930562098296
laptop_battery_shield_ch2,ch1,65.88658184168636,0.9002909238025539,38.33384792827741,0.1845858908824231,38.15022293727456,0.19519303332886936,6.044887531108733,0.032424091915094606
laptop_battery_shield_ch2,ch2,101.5573957455247,0.9710817757437484,36.62720538598124,0.5734907879583222,36.281361704115696,0.5672096616467298,5.73444546579995,0.094220874027696
