adc_range_vpp,point,attenuation,gain_pct,channel,snr_db_mean,snr_db_std,sinad_db_mean,sinad_db_std,enob_mean,enob_std,noise_floor_dbfs_mean,noise_floor_dbfs_std,peak_to_peak_codes_mean,peak_to_peak_codes_std,h2_dbfs_mean,h2_dbfs_std,h3_dbfs_mean,h3_dbfs_std,h4_dbfs_mean,h4_dbfs_std,h5_dbfs_mean,h5_dbfs_std
1,P4,1:100,52.53,ch2,31.08166846043789,0.28010166568150807,30.927642617744773,0.2588646384495323,4.8451233584293645,0.04300077050656693,-63.12298668810614,0.27852754762373116,15775.8,84.31923465813321,-51.25906204112245,2.9162993894069555,-49.29746415423868,3.6908267010261486,-48.13495428712746,3.5284561663550886,-47.088371175029444,3.85718775729493
1,P4,1:100,52.53,average,31.401783282280075,0.24744173477491052,31.300513930256024,0.23844779344048678,4.90706211466047,0.03960926801336994,-63.52865980302015,0.242028771355001,15662.35,89.55663943374978,-54.48579896022848,3.8247113473082472,-49.05092860312483,2.8577504802395124,-51.8087174910094,2.384758899512293,-49.61692297252303,3.6046548682690296
1,P5,1:100,49.66,ch1,34.2410618067103,0.2568557970087207,34.067065964497345,0.25458707885389803,5.366622253238762,0.042290212434202466,-66.2429014479388,0.25628019904208393,15596.7,115.23218107610198,-57.60905184285618,5.616291253489805,-47.80959914089252,1.6576830100220121,-57.54157018509561,2.232584765743028,-48.742605325983526,3.1031371614106598
1,P5,1:100,49.66,ch2,32.423592872802,0.7867666950950205,32.142674481453604,0.6946913138187375,5.046955893929171,0.11539722820909268,-64.23582767733352,0.7877098736537784,15976.2,111.70675897187243,-57.163819720975184,4.806810279277625,-46.193523852580824,2.9625246439674524,-56.11456812751974,5.475290154221797,-43.95266337972017,4.912178351927577
1,P5,1:100,49.66,average,34.90569616885969,0.5769003107759106,34.68964456368894,0.5433378505180102,5.470040625197498,0.09025545689667946,-66.8116017852658,0.576224540391591,15636.05,107.07952652117959,-59.28058066920526,3.408151828727383,-49.38596690976238,4.514137990689157,-57.752424418341164,3.89811764578905,-47.970250243712215,4.134845625299915
1,P6,1:100,45.0,ch1,38.196266915882724,0.18080492110611657,38.01620793957033,0.17852995655261367,6.022625903583112,0.029656138962228157,-71.01753343564083,0.18071092205596956,13911.6,36.945004172869346,-57.175053543615014,2.896134089697857,-55.03924225375638,3.0579608386537065,-61.63328107439649,5.079614725684903,-53.54188248052208,4.567542502674798
1,P6,1:100,45.0,ch2,31.105860760845133,0.35651891496627325,30.939071095933066,0.3553065666688105,4.847021776733067,0.05902102436358979,-63.72343091427857,0.35746380354477936,14742.2,220.22554095492396,-51.88332452989344,2.978896932108643,-49.823122114979135,3.897757020563164,-54.48256031817611,2.6106262185596507,-44.65878485823762,3.0782184106608126
1,P6,1:100,45.0,average,35.41980348691519,0.32761339159793035,35.28459294224742,0.32677125220938347,5.568869259509539,0.0542809389052131,-68.13760790295547,0.3296470939615686,14226.9,91.97578183654893,-55.973402872233216,3.803450993351465,-54.124004361289124,3.5150878784853066,-59.369078754249905,2.5858484424240107,-50.73898070942088,2.84228401523891
2,P1,1:1,49.5,ch1,32.47544336252375,1.2572844167490684,32.204585996335354,1.1973176552313032,5.057240198726804,0.19888997595204372,-64.85382020380533,1.2579720905191698,15115.5,99.06142875340869,-55.1613470636157,5.251129055602018,-44.760739109367485,5.825167587715351,-48.98307404196558,0.9950466006150728,-52.8993348195433,2.7274754328867052
2,P1,1:1,49.5,ch2,30.928100094788125,0.7812739822694513,30.800131229709915,0.7699402961304049,4.823942064735866,0.12789705915787467,-63.11134139150231,0.7799965092806398,15580.2,107.51413343783639,-53.77135194892804,5.404076593214443,-45.3696455141305,3.8603775909623024,-51.39201893368115,2.1153100574117985,-53.26952902224373,4.337228375783394
