# DigitalOscilloscope capture
# format_version=2
# metadata_correction=adc_range_labels_swapped_after_measurement
# original_recorded_adc_range_vpp_ch1=2
# original_recorded_adc_range_vpp_ch2=2
# physical_adc_range_vpp_ch1=1
# physical_adc_range_vpp_ch2=1
# voltage_columns_status=not_validated_after_adc_range_correction
# fs_hz=80000000.0
# n_bits=14
# timestamp=2026-08-23T20:55:04+00:00
# capture_name=harmonics_1vpp_1to100_profile2Vdiv_g49p66_03.csv
# decim_factor=1
# requested_decim_factor=1
# capture_depth=8192
# pretrigger_samples=0
# actual_seconds_per_div=1.024e-05
# requested_seconds_per_div=1e-05
# ui_mode=normal
# voltage_display_mode=calibrated_volts
# trigger_mode=off
# trigger_source=1
# trigger_level_pct=50.0000
# adc_format=Offset Binary
# calibration_schema_version=2
# frame_sequence=1124
# firmware_status_timestamp=2026-08-23T20:55:04+00:00
# software_git_commit=8df6a59
# software_git_dirty=true
# firmware_depth=8192
# firmware_pretrigger=0
# firmware_decim=1
# firmware_trigger=off
# firmware_mock=0
# firmware_fpga_status=0x03
# firmware_ready=1
# firmware_overflow=1
# firmware_prehistory=0
# firmware_armed=0
# firmware_ctrl=0x0001
# firmware_sample_cfg=0x000D
# firmware_afe_ch1_gain_pct=49.66
# firmware_afe_ch1_offset_pct=49.98
# firmware_afe_ch1_atten=1:100
# firmware_afe_ch1_coupling=dc
# firmware_afe_ch1_range_vpp=1
# firmware_afe_ch2_gain_pct=49.66
# firmware_afe_ch2_offset_pct=50.02
# firmware_afe_ch2_atten=1:100
# firmware_afe_ch2_coupling=dc
# firmware_afe_ch2_range_vpp=1
# firmware_afe_trigger_source=1
# firmware_afe_trigger_level_pct=50.00
# firmware_afe_trigger_level_mv=1500
# firmware_ch1_to_adc2=0
# fpga_build=0x89
# fpga_version=0x08
# channel_enabled_ch1=true
# attenuation_ch1=1:100
# coupling_ch1=dc
# gain_pct_ch1=49.6600
# afe_offset_pct_ch1=49.9800
# calibration_profile_ch1=ch1_1to100
# normal_requested_volts_per_div_ch1=2
# calibration_volts_per_code_ch1=0.000937547255406
# calibrated_volts_per_div_ch1=1.92009677907
# displayed_volts_per_div_ch1=2
# channel_enabled_ch2=true
# attenuation_ch2=1:100
# coupling_ch2=dc
# gain_pct_ch2=49.6600
# afe_offset_pct_ch2=50.0200
# calibration_profile_ch2=ch2_1to100
# normal_requested_volts_per_div_ch2=2
# calibration_volts_per_code_ch2=0.00095347624333
# calibrated_volts_per_div_ch2=1.95271934634
# displayed_volts_per_div_ch2=2
# measurement_type=harmonics
# series_id=harmonics_1vpp_1to100_profile2Vdiv_g49p66
# input_condition=generator_splitter
# generator_model=Hantek HDG6202
# generator_waveform=sine
# generator_frequency_hz=5000000
# generator_amplitude_vpk=6.3
# generator_offset_v=0
# generator_load=50_ohm
# sense_configuration_confirmed=true
# sense_ch1_vpp=1
# sense_ch2_vpp=1
# series_total=10
# repetition_index=3
# invalid_frames_before_capture=0
index,ch1_raw,ch2_raw,ch1_volts,ch2_volts
0,10409,10405,2.07854227,2.11004293
1,7147,7211,-0.979736882,-0.935360195
2,4504,4471,-3.45767428,-3.5478851
3,2168,1966,-5.64778467,-5.93634309
4,1051,851,-6.69502495,-6.9994691
5,757,523,-6.97066384,-7.31220931
6,1396,1236,-6.37157115,-6.63238075
7,3557,3254,-4.34553153,-4.70826569
8,6074,6039,-1.98572509,-2.05283435
9,9140,9179,0.888794798,0.941081052
10,11899,11998,3.47548768,3.62893058
11,14219,14187,5.65059731,5.71609008
12,15415,15724,6.77190383,7.18158306
13,15594,15799,6.93972478,7.25309378
14,14926,15332,6.31344322,6.80782038
15,13009,13138,4.51616513,4.7158935
16,10160,10308,1.845093,2.01755573
17,7182,7228,-0.946922728,-0.919151099
18,4582,4283,-3.38454559,-3.72713864
19,2372,2338,-5.45652503,-5.58164993
20,896,805,-6.84034478,-7.04332901
21,854,519,-6.87972176,-7.31602322
22,1661,1232,-6.12312113,-6.63619465
23,3486,3313,-4.41209738,-4.65201059
24,6189,6069,-1.87790715,-2.02423006
25,9156,8887,0.903795554,0.662665989
26,11988,12104,3.55892938,3.72999906
27,14215,14068,5.64684712,5.60262641
28,15581,15638,6.92753667,7.09958411
29,15742,15908,7.07848178,7.35702269
30,14815,14983,6.20937547,6.47505717
31,13031,12936,4.53679117,4.5232913
32,10285,10356,1.96228641,2.06332259
33,7182,7350,-0.946922728,-0.802826997
34,4587,4245,-3.37985786,-3.76337073
35,2446,2192,-5.38714653,-5.72085746
36,988,730,-6.75409043,-7.11483973
37,555,434,-7.16004839,-7.3970687
38,1663,1123,-6.12124603,-6.74012356
39,3505,3383,-4.39428399,-4.58526725
40,6238,6113,-1.83196734,-1.98227711
41,9029,9038,0.784727053,0.806640902
42,12076,12045,3.64143354,3.67374397
43,14159,14294,5.59434447,5.81811204
44,15699,15466,7.03816725,6.93558619
45,15828,15868,7.15911084,7.31888364
46,14842,15377,6.23468925,6.85072681
47,12760,13153,4.28271586,4.73019564
48,10230,10417,1.91072131,2.12148464
49,7380,7468,-0.761288371,-0.6903168
50,4487,4025,-3.47361258,-3.97313551
51,2356,2438,-5.47152578,-5.4863023
52,703,592,-7.0212914,-7.24641945
53,847,569,-6.88628459,-7.2683494
54,1624,1345,-6.15781037,-6.52845184
55,3494,3232,-4.40459701,-4.72924217
56,6078,6248,-1.9819749,-1.85355782
57,9071,8835,0.824104038,0.613085224
58,11943,11938,3.51673976,3.57172201
59,14192,14135,5.62528353,5.66650931
60,15508,15541,6.85909572,7.00709691
61,15620,15978,6.96410101,7.42376603
62,14933,14844,6.32000605,6.34252397
63,12950,13099,4.46084984,4.67870793
64,10144,10320,1.83009224,2.02899745
65,7537,7462,-0.614093452,-0.696037658
66,4497,4458,-3.46423711,-3.56028029
67,2260,2096,-5.56153032,-5.81239118
68,1054,901,-6.69221231,-6.95179529
69,685,515,-7.03816725,-7.31983712
70,1508,1275,-6.26656586,-6.59519518
71,3786,3448,-4.13083321,-4.5232913
