channel,capture_count,detected_tone_hz_mean,detected_tone_hz_std,snr_db_mean,snr_db_std,sinad_db_mean,sinad_db_std,enob_mean,enob_std,thd_db_mean,thd_db_std,noncoherent_captures,interpretation
1,10,11152343.75,0.0,18.925816251688055,0.0571103674576553,14.105112320115675,0.01813236017299481,2.0506831096537668,0.0030120199622915337,-15.841609811150004,0.007174636000433453,10,diagnostic_only_input_was_marked_as_noise
2,10,11152343.75,0.0,5.5727634745827075,0.15177034948931659,5.014028751097154,0.11851506140509052,0.5405363373915539,0.019686887276593113,-14.22930976753104,0.5229820160097727,10,diagnostic_only_input_was_marked_as_noise
