channel,enabled,capture_count,dc_code_mean,dc_code_std,noise_rms_codes_mean,noise_rms_codes_std,noise_rms_adc_volts_mean,noise_rms_adc_volts_std,noise_floor_dbfs_per_bin_mean,noise_floor_dbfs_per_bin_std,noise_density_dbfs_per_hz_mean,noise_density_dbfs_per_hz_std,peak_to_peak_codes_mean,peak_to_peak_codes_std,minimum_code,maximum_code,rail_sample_count
1,true,10,8683.971643066407,1.3477737277882995,6327.184040849972,0.9384045072144752,0.7723613331115688,0.0001145513314470795,-35.356996214369715,0.0011833251078694166,-75.2539966479716,0.0011833251078713788,15776.5,12.554326390177655,470,16271,0
2,false,10,8129.164782714844,1.305589012221483,170.7024822631376,0.7821230573938924,0.020837705354386914,9.547400602952788e-05,-66.77638520940313,0.03169527416207322,-106.67338564300503,0.031695274162073385,960.1,34.346114125990375,7622,8657,0
