# DigitalOscilloscope capture
# format_version=2
# fs_hz=80000000.0
# n_bits=14
# timestamp=2026-08-23T20:33:41+00:00
# capture_name=noise_2vpp_20260823_203338_06.csv
# decim_factor=1
# requested_decim_factor=1
# capture_depth=8192
# pretrigger_samples=0
# actual_seconds_per_div=1.024e-05
# requested_seconds_per_div=2e-07
# ui_mode=normal
# voltage_display_mode=calibrated_volts
# trigger_mode=off
# trigger_source=1
# trigger_level_pct=50.0000
# adc_format=Offset Binary
# calibration_schema_version=2
# frame_sequence=2638
# firmware_status_timestamp=2026-08-23T20:33:41+00:00
# software_git_commit=8df6a59
# software_git_dirty=true
# firmware_depth=8192
# firmware_pretrigger=0
# firmware_decim=1
# firmware_trigger=off
# firmware_mock=0
# firmware_fpga_status=0x03
# firmware_ready=1
# firmware_overflow=1
# firmware_prehistory=0
# firmware_armed=0
# firmware_ctrl=0x0001
# firmware_sample_cfg=0x000D
# firmware_afe_ch1_gain_pct=45.44
# firmware_afe_ch1_offset_pct=51.50
# firmware_afe_ch1_atten=1:1
# firmware_afe_ch1_coupling=dc
# firmware_afe_ch1_range_vpp=2
# firmware_afe_ch2_gain_pct=45.44
# firmware_afe_ch2_offset_pct=51.50
# firmware_afe_ch2_atten=1:1
# firmware_afe_ch2_coupling=dc
# firmware_afe_ch2_range_vpp=2
# firmware_afe_trigger_source=1
# firmware_afe_trigger_level_pct=50.00
# firmware_afe_trigger_level_mv=1500
# firmware_ch1_to_adc2=0
# fpga_build=0x89
# fpga_version=0x08
# channel_enabled_ch1=true
# attenuation_ch1=1:1
# coupling_ch1=dc
# gain_pct_ch1=45.4400
# afe_offset_pct_ch1=51.5000
# calibration_profile_ch1=ch1_1to1
# normal_requested_volts_per_div_ch1=0.05
# calibration_volts_per_code_ch1=2.44116517637e-05
# calibrated_volts_per_div_ch1=0.049995062812
# displayed_volts_per_div_ch1=0.05
# channel_enabled_ch2=true
# attenuation_ch2=1:1
# coupling_ch2=dc
# gain_pct_ch2=45.4400
# afe_offset_pct_ch2=51.5000
# calibration_profile_ch2=ch2_1to1
# normal_requested_volts_per_div_ch2=0.05
# calibration_volts_per_code_ch2=2.46406002339e-05
# calibrated_volts_per_div_ch2=0.0504639492791
# displayed_volts_per_div_ch2=0.05
# measurement_type=noise
# series_id=noise_2vpp_20260823_203338
# input_condition=grounded
# generator_model=Hantek HDG6202
# generator_waveform=off
# generator_frequency_hz=0
# generator_amplitude_vpk=0
# generator_offset_v=0
# generator_load=50_ohm
# sense_configuration_confirmed=true
# sense_ch1_vpp=2
# sense_ch2_vpp=2
# series_total=10
# repetition_index=6
# invalid_frames_before_capture=0
index,ch1_raw,ch2_raw,ch1_volts,ch2_volts
0,4725,4443,-0.0846351967,-0.0923776103
1,6985,7014,-0.0294648637,-0.0290266271
2,9581,9619,0.0339077843,0.0351621365
3,12130,12011,0.0961330846,0.0941024523
4,13922,14089,0.139878765,0.14530562
5,15135,15235,0.169490098,0.173543747
6,15239,15464,0.17202891,0.179186445
7,14249,14460,0.147861375,0.154447282
8,12609,12666,0.107826266,0.110242045
9,10199,10367,0.0489941851,0.0535933055
10,7550,7653,-0.0156722804,-0.0132812835
11,5046,4745,-0.0767990564,-0.084936149
12,3149,2640,-0.12310796,-0.136804612
13,1927,1905,-0.152938998,-0.154915454
14,1900,1843,-0.153598113,-0.156443171
15,2750,2233,-0.132848209,-0.146833337
16,4478,4764,-0.0906648747,-0.0844679776
17,7171,7278,-0.0249242965,-0.0225215086
18,9883,9490,0.0412801031,0.0319834991
19,12128,12122,0.0960842613,0.0968375589
20,13919,14041,0.13980553,0.144122871
21,15202,15442,0.171125679,0.178644352
22,15292,15610,0.173322728,0.182783973
23,14392,14110,0.151352241,0.145823072
24,12408,12578,0.102919524,0.108073673
25,10125,10613,0.0471877229,0.0596548932
26,7517,7711,-0.0164778649,-0.0118521287
27,5248,4667,-0.0718679028,-0.0868581158
28,3064,2854,-0.12518295,-0.131531524
29,1959,2013,-0.152157825,-0.152254269
30,1929,1563,-0.152890175,-0.163342539
31,2823,2652,-0.131066158,-0.136508925
32,4595,4438,-0.0878087114,-0.0925008133
33,7131,6824,-0.0259007625,-0.0337083411
34,9472,9731,0.0312469143,0.0379218838
35,12155,12381,0.0967433759,0.103219474
36,14013,13628,0.142100225,0.133946303
37,15140,15201,0.169612156,0.172705967
38,15246,15568,0.172199792,0.181749067
39,14418,14398,0.151986944,0.152919565
40,12731,12611,0.110804487,0.108886812
41,9999,10394,0.0441118547,0.0542586017
42,7573,7573,-0.0151108124,-0.0152525315
43,5172,5029,-0.0737231883,-0.0779382185
44,3089,3126,-0.124572659,-0.124829281
45,1928,1554,-0.152914587,-0.163564304
46,1714,1734,-0.15813868,-0.159128996
47,2814,2553,-0.131285863,-0.138948345
48,4809,4635,-0.0825846179,-0.087646615
49,7008,7081,-0.0289033957,-0.0273757069
50,9684,9629,0.0364221844,0.0354085425
51,12131,11943,0.0961574963,0.0924268915
52,13987,14115,0.141465522,0.145946275
53,15094,15703,0.16848922,0.185075548
54,15415,15209,0.176325361,0.172903092
55,14376,14546,0.150961655,0.156566374
56,12484,12892,0.104774809,0.115810821
57,10157,10277,0.0479688957,0.0513756515
58,7635,7358,-0.01359729,-0.0205502606
59,5023,4978,-0.0773605244,-0.0791948892
60,3158,2851,-0.122888255,-0.131605446
61,2117,1749,-0.148300784,-0.158759387
