# DigitalOscilloscope capture
# format_version=2
# fs_hz=80000000.0
# n_bits=14
# timestamp=2026-08-23T20:51:46+00:00
# capture_name=harmonics_2vpp_1to100_1Vdiv_g52p53_01.csv
# decim_factor=1
# requested_decim_factor=1
# capture_depth=8192
# pretrigger_samples=0
# actual_seconds_per_div=1.024e-05
# requested_seconds_per_div=1e-05
# ui_mode=normal
# voltage_display_mode=calibrated_volts
# trigger_mode=off
# trigger_source=1
# trigger_level_pct=50.0000
# adc_format=Offset Binary
# calibration_schema_version=2
# frame_sequence=934
# firmware_status_timestamp=2026-08-23T20:51:46+00:00
# software_git_commit=8df6a59
# software_git_dirty=true
# firmware_depth=8192
# firmware_pretrigger=0
# firmware_decim=1
# firmware_trigger=off
# firmware_mock=0
# firmware_fpga_status=0x03
# firmware_ready=1
# firmware_overflow=1
# firmware_prehistory=0
# firmware_armed=0
# firmware_ctrl=0x0001
# firmware_sample_cfg=0x000D
# firmware_afe_ch1_gain_pct=52.53
# firmware_afe_ch1_offset_pct=49.98
# firmware_afe_ch1_atten=1:100
# firmware_afe_ch1_coupling=dc
# firmware_afe_ch1_range_vpp=2
# firmware_afe_ch2_gain_pct=52.53
# firmware_afe_ch2_offset_pct=50.02
# firmware_afe_ch2_atten=1:100
# firmware_afe_ch2_coupling=dc
# firmware_afe_ch2_range_vpp=2
# firmware_afe_trigger_source=1
# firmware_afe_trigger_level_pct=50.00
# firmware_afe_trigger_level_mv=1500
# firmware_ch1_to_adc2=0
# fpga_build=0x89
# fpga_version=0x08
# channel_enabled_ch1=true
# attenuation_ch1=1:100
# coupling_ch1=dc
# gain_pct_ch1=52.5300
# afe_offset_pct_ch1=49.9800
# calibration_profile_ch1=ch1_1to100
# normal_requested_volts_per_div_ch1=1
# calibration_volts_per_code_ch1=0.000487788191831
# calibrated_volts_per_div_ch1=0.998990216871
# displayed_volts_per_div_ch1=1
# channel_enabled_ch2=true
# attenuation_ch2=1:100
# coupling_ch2=dc
# gain_pct_ch2=52.5300
# afe_offset_pct_ch2=50.0200
# calibration_profile_ch2=ch2_1to100
# normal_requested_volts_per_div_ch2=1
# calibration_volts_per_code_ch2=0.00049235231157
# calibrated_volts_per_div_ch2=1.0083375341
# displayed_volts_per_div_ch2=1
# measurement_type=harmonics
# series_id=harmonics_2vpp_1to100_1Vdiv_g52p53
# input_condition=generator_splitter
# generator_model=Hantek HDG6202
# generator_waveform=sine
# generator_frequency_hz=5000000
# generator_amplitude_vpk=3.3
# generator_offset_v=0
# generator_load=50_ohm
# sense_configuration_confirmed=true
# sense_ch1_vpp=2
# sense_ch2_vpp=2
# series_total=10
# repetition_index=1
# invalid_frames_before_capture=0
index,ch1_raw,ch2_raw,ch1_volts,ch2_volts
0,10733,10668,1.2394698,1.21906432
1,12859,13141,2.27650749,2.43665159
2,15128,14741,3.3832989,3.22441529
3,15585,15456,3.6062181,3.57644719
4,15057,15219,3.34866594,3.45975969
5,13623,13475,2.64917767,2.60109726
6,11183,11447,1.45897448,1.60260677
7,8763,8452,0.278527058,0.128011601
8,5735,5564,-1.19849559,-1.29390187
9,2878,2981,-2.59210645,-2.5656479
10,1919,1504,-3.05989533,-3.29285226
11,649,419,-3.67938633,-3.82705452
12,1226,1010,-3.39793254,-3.5360743
13,2623,2091,-2.71649244,-3.00384145
14,5021,4897,-1.54677636,-1.62230087
15,7597,7518,-0.290233974,-0.331845458
16,10831,10688,1.28727304,1.22891137
17,13186,12982,2.43601423,2.35836757
18,14862,14898,3.25354724,3.3017146
19,15583,15456,3.60524253,3.57644719
20,15243,15165,3.43939454,3.43317267
21,13493,13584,2.5857652,2.65476366
22,11468,11385,1.59799412,1.57208093
23,8683,8568,0.239504002,0.185124469
24,5697,5511,-1.21703154,-1.31999655
25,3420,3079,-2.32772525,-2.51739737
26,1603,1618,-3.2140364,-3.2367241
27,749,393,-3.63060751,-3.83985568
28,1355,815,-3.33500787,-3.632083
29,2670,2311,-2.6935664,-2.89552394
30,5107,4853,-1.50482657,-1.64396437
31,7683,7228,-0.24828419,-0.474627628
32,10728,10571,1.23703085,1.17130615
33,13234,13169,2.45942806,2.45043745
34,15054,14858,3.34720257,3.28202051
35,15442,15367,3.53646439,3.53262784
36,15557,15361,3.59256003,3.52967372
37,13401,13547,2.54088869,2.63654663
38,11610,11618,1.66726004,1.68679902
39,8753,8660,0.273649176,0.230420882
40,5611,5584,-1.25898132,-1.28405483
41,3456,3005,-2.31016488,-2.55383144
42,1208,1171,-3.40671273,-3.45680558
43,1304,691,-3.35988507,-3.69313469
44,1099,797,-3.45988164,-3.64094534
45,2803,2433,-2.62869057,-2.83545696
46,4787,4796,-1.66091879,-1.67202845
47,7824,7540,-0.179506055,-0.321013707
48,10612,10256,1.18044742,1.01621517
49,13398,13073,2.53942533,2.40317163
50,14721,14820,3.1847691,3.26331112
51,15575,15568,3.60134022,3.63159065
52,15080,15106,3.35988507,3.40412388
53,13648,13541,2.66137237,2.63359251
54,11238,11283,1.48580283,1.521861
55,8744,8745,0.269259082,0.272270828
56,5404,5491,-1.35995348,-1.32984359
57,3403,2863,-2.33601765,-2.62374547
58,1604,1505,-3.21354861,-3.29235991
59,1102,550,-3.45841828,-3.76255637
60,801,722,-3.60524253,-3.67787177
61,2695,2409,-2.68137169,-2.84727342
62,5175,4666,-1.47165697,-1.73603425
63,7809,7744,-0.186822877,-0.220573836
64,10495,10550,1.12337621,1.16096675
65,13084,12799,2.38625983,2.2682671
