# DigitalOscilloscope capture
# format_version=2
# fs_hz=80000000.0
# n_bits=14
# timestamp=2026-08-23T20:51:47+00:00
# capture_name=harmonics_2vpp_1to100_1Vdiv_g52p53_02.csv
# decim_factor=1
# requested_decim_factor=1
# capture_depth=8192
# pretrigger_samples=0
# actual_seconds_per_div=1.024e-05
# requested_seconds_per_div=1e-05
# ui_mode=normal
# voltage_display_mode=calibrated_volts
# trigger_mode=off
# trigger_source=1
# trigger_level_pct=50.0000
# adc_format=Offset Binary
# calibration_schema_version=2
# frame_sequence=935
# firmware_status_timestamp=2026-08-23T20:51:47+00:00
# software_git_commit=8df6a59
# software_git_dirty=true
# firmware_depth=8192
# firmware_pretrigger=0
# firmware_decim=1
# firmware_trigger=off
# firmware_mock=0
# firmware_fpga_status=0x03
# firmware_ready=1
# firmware_overflow=1
# firmware_prehistory=0
# firmware_armed=0
# firmware_ctrl=0x0001
# firmware_sample_cfg=0x000D
# firmware_afe_ch1_gain_pct=52.53
# firmware_afe_ch1_offset_pct=49.98
# firmware_afe_ch1_atten=1:100
# firmware_afe_ch1_coupling=dc
# firmware_afe_ch1_range_vpp=2
# firmware_afe_ch2_gain_pct=52.53
# firmware_afe_ch2_offset_pct=50.02
# firmware_afe_ch2_atten=1:100
# firmware_afe_ch2_coupling=dc
# firmware_afe_ch2_range_vpp=2
# firmware_afe_trigger_source=1
# firmware_afe_trigger_level_pct=50.00
# firmware_afe_trigger_level_mv=1500
# firmware_ch1_to_adc2=0
# fpga_build=0x89
# fpga_version=0x08
# channel_enabled_ch1=true
# attenuation_ch1=1:100
# coupling_ch1=dc
# gain_pct_ch1=52.5300
# afe_offset_pct_ch1=49.9800
# calibration_profile_ch1=ch1_1to100
# normal_requested_volts_per_div_ch1=1
# calibration_volts_per_code_ch1=0.000487788191831
# calibrated_volts_per_div_ch1=0.998990216871
# displayed_volts_per_div_ch1=1
# channel_enabled_ch2=true
# attenuation_ch2=1:100
# coupling_ch2=dc
# gain_pct_ch2=52.5300
# afe_offset_pct_ch2=50.0200
# calibration_profile_ch2=ch2_1to100
# normal_requested_volts_per_div_ch2=1
# calibration_volts_per_code_ch2=0.00049235231157
# calibrated_volts_per_div_ch2=1.0083375341
# displayed_volts_per_div_ch2=1
# measurement_type=harmonics
# series_id=harmonics_2vpp_1to100_1Vdiv_g52p53
# input_condition=generator_splitter
# generator_model=Hantek HDG6202
# generator_waveform=sine
# generator_frequency_hz=5000000
# generator_amplitude_vpk=3.3
# generator_offset_v=0
# generator_load=50_ohm
# sense_configuration_confirmed=true
# sense_ch1_vpp=2
# sense_ch2_vpp=2
# series_total=10
# repetition_index=2
# invalid_frames_before_capture=0
index,ch1_raw,ch2_raw,ch1_volts,ch2_volts
0,11674,11522,1.69847848,1.6395332
1,8980,8901,0.384377095,0.349077789
2,6295,6343,-0.9253342,-0.910359424
3,3369,3300,-2.35260245,-2.40858751
4,1997,1916,-3.02184785,-3.09000311
5,924,570,-3.54524458,-3.75270932
6,963,509,-3.52622084,-3.78274281
7,2475,2122,-2.78868509,-2.98857853
8,4532,4311,-1.78530478,-1.91081932
9,7167,7052,-0.499982897,-0.561281635
10,10248,10126,1.00289252,0.952209371
11,12749,12354,2.22285079,2.04917032
12,14780,14675,3.21354861,3.19192004
13,15208,15193,3.42232195,3.44695853
14,15489,15469,3.55939044,3.58284777
15,13879,14050,2.77405145,2.88419984
16,11842,12080,1.7804269,1.91426579
17,8787,9056,0.290233974,0.425392397
18,6632,6361,-0.760949579,-0.901497082
19,3622,3655,-2.22919204,-2.23380244
20,1642,1438,-3.19501266,-3.32534751
21,924,747,-3.54524458,-3.66556296
22,810,720,-3.60085243,-3.67885647
23,2656,2157,-2.70039543,-2.9713462
24,4498,4209,-1.80188958,-1.96103926
25,7262,6973,-0.453643018,-0.600177468
26,10383,10105,1.06874393,0.941869972
27,12916,12550,2.30431142,2.14567137
28,14442,14601,3.0486762,3.15548596
29,15644,15380,3.63499761,3.53902842
30,15277,15318,3.45597934,3.50850257
31,14188,14197,2.924778,2.95657563
32,11641,11790,1.68238147,1.77148362
33,9011,9058,0.399498529,0.426377102
34,6037,6105,-1.05118355,-1.02753927
35,3732,3325,-2.17553534,-2.3962787
36,1796,1633,-3.11989327,-3.22933881
37,926,580,-3.544269,-3.7477858
38,1183,762,-3.41890744,-3.65817767
39,2460,2161,-2.79600192,-2.96937679
40,4588,4373,-1.75798864,-1.88029348
41,7158,6706,-0.50437299,-0.731635535
42,9882,9795,0.824362044,0.789240755
43,12892,12635,2.2926045,2.18752132
44,15128,14814,3.3832989,3.26035701
45,15386,15248,3.50914825,3.47403791
46,15196,15393,3.4164685,3.545429
47,14084,13975,2.87404803,2.84727342
48,11803,11934,1.76140316,1.84238235
49,9229,9063,0.505836355,0.428838863
50,6162,6095,-0.990210029,-1.0324628
51,3429,3544,-2.32333516,-2.28845354
52,1590,1402,-3.22037764,-3.3430722
53,904,883,-3.55500034,-3.59860305
54,1190,702,-3.41549292,-3.68771881
55,2370,2062,-2.83990285,-3.01811967
56,4536,4375,-1.78335363,-1.87930877
57,7063,7099,-0.550712869,-0.538141077
58,10167,9808,0.963381679,0.795641335
59,12603,12614,2.15163371,2.17718192
60,14636,14497,3.14330711,3.10428132
61,15336,15259,3.48475884,3.47945379
62,15563,15425,3.59548676,3.56118427
63,14188,14178,2.924778,2.94722094
64,11498,11584,1.61262776,1.67005904
65,9144,9006,0.464374359,0.400774782
